City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
422,Skara,SE,58.3866,13.4384,37.13,3,100,11.99,light rain
423,Shirgaon,IN,19.7,72.7,69.49,54,2,4.76,clear sky
424,Antalaha,MG,-14.9003,50.2788,81.48,75,100,2.37,overcast clouds
425,Acapulco,MX,16.8634,-99.8901,79.38,56,0,2.75,clear sky
426,Evensk,RU,61.95,159.2333,13.41,44,61,19.93,broken clouds
427,Najran,SA,17.4924,44.1277,81.25,34,48,4.05,scattered clouds
428,Mahebourg,MU,-20.4081,57.7,80.26,94,75,17.27,broken clouds
429,Aden,YE,12.7794,45.0367,78.22,55,5,5.75,clear sky
430,Korla,CN,41.7597,86.1469,27.32,47,100,4.72,overcast clouds
431,Izumo,JP,35.3667,132.7667,39.15,58,100,23.71,overcast clouds
432,Raduzhnyy,RU,62.0961,77.475,19.49,95,99,8.72,overcast clouds
433,Gagra,GE,43.3283,40.2239,38.32,90,100,11.72,moderate rain
434,Kaeo,NZ,-35.1,173.7833,71.33,96,88,10.25,overcast clouds
435,Kupang,ID,-10.1667,123.5833,77.95,86,100,7.09,overcast clouds
436,Kampene,CD,-3.6,26.6667,70.92,97,99,3.44,light rain
437,Rockland,US,41.1668,-74.0496,38.19,93,100,1.01,snow
438,Vila Franca Do Campo,PT,37.7167,-25.4333,65.19,65,100,12.03,overcast clouds
439,Madang,PG,-5.2246,145.7966,76.91,92,88,6.22,overcast clouds
440,Bjorkelangen,NO,59.8848,11.5694,37.45,84,100,8.77,overcast clouds
441,Puerto Del Rosario,ES,28.5004,-13.8627,69.55,49,20,3.44,few clouds
442,Gashua,NG,12.871,11.0482,81.21,12,2,15.7,clear sky
443,Yulara,AU,-25.2406,130.9889,71.44,37,2,6.91,clear sky
444,La Baule-Escoublac,FR,47.2922,-2.364,50.88,92,100,11.5,overcast clouds
445,Barao De Cocais,BR,-19.9458,-43.4872,84.38,76,100,3.94,overcast clouds
446,Peachland,CA,49.7665,-119.7357,33.67,76,100,1.01,overcast clouds
447,Lasa,IT,46.6166,10.7002,49.08,83,4,1.72,clear sky
448,Narsaq,GL,60.9167,-46.05,4.64,66,97,24.43,overcast clouds
449,Belaya Gora,RU,68.5333,146.4167,-39.08,100,55,1.12,broken clouds
450,Mackay,AU,-21.15,149.2,78.78,83,75,19.57,broken clouds
451,Katsuura,JP,35.1333,140.3,48.22,86,28,9.13,scattered clouds
452,Mumbwa,ZM,-14.9783,27.0619,70.25,91,98,2.77,light rain
453,Saint Anthony,US,45.0205,-93.218,5.79,75,100,1.99,overcast clouds
454,Guantanamo,CU,20.1444,-75.2092,81.46,49,37,9.8,scattered clouds
455,Zanjan,IR,36.6736,48.4787,29.89,100,75,6.91,fog
456,Siguiri,GN,11.6667,-9.5,94.96,7,0,4.63,clear sky
457,Tarija,BO,-21.5355,-64.7296,75.11,64,40,6.91,scattered clouds
458,Mercedes,AR,-34.6515,-59.4307,84.51,59,91,5.06,overcast clouds
459,North Bend,US,43.4065,-124.2243,41.07,100,100,9.22,overcast clouds
460,Kambove,CD,-10.8764,26.5969,63.1,95,100,3.47,overcast clouds
461,Houma,US,29.5958,-90.7195,37.99,94,100,14.97,mist
462,Vallenar,CL,-28.5708,-70.7581,81.95,22,0,7.96,clear sky
463,Kaitong,CN,44.8135,123.15,-5.13,81,11,7.72,few clouds
464,Mouila,GA,-1.8685,11.0559,80.37,80,71,1.74,light rain
465,Pacific Grove,US,36.6177,-121.9166,52.97,65,0,1.01,clear sky
466,Changqing,CN,36.5575,116.7272,27.36,27,24,1.72,few clouds
467,Biskamzha,RU,53.4497,89.5272,2.84,98,62,1.28,broken clouds
468,Hun,LY,29.1268,15.9477,60.15,31,0,2.71,clear sky
469,Vila Velha,BR,-20.3297,-40.2925,78.75,83,75,20.71,broken clouds
470,Nelson Bay,AU,-32.7167,152.15,70.0,63,76,4.0,broken clouds
471,Hoeilaart,BE,50.7667,4.4667,42.58,89,75,19.57,broken clouds
472,Qasigiannguit,GL,68.8193,-51.1922,1.22,95,100,7.18,overcast clouds
473,Solnechnyy,RU,50.7214,136.6319,0.34,98,100,0.92,overcast clouds
474,Nouadhibou,MR,20.931,-17.0347,80.58,18,10,11.5,clear sky
475,Morro Bay,US,35.3658,-120.8499,50.32,56,19,1.01,few clouds
476,Aurillac,FR,44.9167,2.45,43.05,94,100,3.44,overcast clouds
477,Khandyga,RU,62.6667,135.6,-38.63,100,55,1.68,broken clouds
478,Colares,PT,38.7992,-9.4469,61.29,67,75,1.01,broken clouds
479,Ossora,RU,59.2353,163.0719,13.06,84,100,6.24,overcast clouds
480,Palma Di Montechiaro,IT,37.1926,13.765,57.61,83,34,6.33,scattered clouds
481,Puerto Narino,CO,-3.7703,-70.3831,73.35,74,98,1.61,moderate rain
482,Kendari,ID,-3.945,122.4989,76.1,91,99,1.16,overcast clouds
483,Canutama,BR,-6.5339,-64.3831,73.92,98,100,2.01,light rain
484,Miramar,US,25.9873,-80.2323,80.02,71,100,7.0,overcast clouds
485,Nuevo Progreso,MX,23.1667,-97.95,45.59,63,100,7.0,overcast clouds
486,Brae,GB,60.3964,-1.353,40.91,62,100,34.69,overcast clouds
487,Vardo,NO,70.3705,31.1107,19.38,79,40,17.27,scattered clouds
488,Berdigestyakh,RU,62.0989,126.6992,-21.62,99,91,3.0,overcast clouds
489,Sibay,RU,52.7181,58.6658,17.69,96,100,4.12,overcast clouds
490,Faya,SA,18.3851,42.4509,64.51,78,25,7.81,scattered clouds
491,Constantine,DZ,36.365,6.6147,71.01,18,0,11.5,clear sky
492,Port Augusta,AU,-32.5,137.7667,64.54,43,47,8.61,scattered clouds
493,Coihaique,CL,-45.5752,-72.0662,63.21,55,20,6.91,few clouds
494,Saurimo,AO,-9.6608,20.3916,75.52,73,75,9.22,broken clouds
495,Tiruchchendur,IN,8.4833,78.1167,79.21,76,1,9.62,clear sky
496,Port Moresby,PG,-9.4431,147.1797,76.98,85,43,6.49,scattered clouds
497,Bilibino,RU,68.0546,166.4372,-9.17,78,0,4.97,clear sky
498,Paso De Carrasco,UY,-34.8603,-56.0522,80.26,87,75,11.5,broken clouds
499,Magadan,RU,59.5667,150.8,-2.67,70,90,11.05,overcast clouds
500,Inta,RU,66.0317,60.1659,11.48,95,99,11.54,overcast clouds
501,Tanete,ID,-3.9443,119.7848,77.83,88,97,4.54,overcast clouds
502,Aksay,RU,47.26,39.87,35.82,96,100,8.01,overcast clouds
503,Barsovo,RU,61.1667,73.1667,24.93,94,100,9.57,overcast clouds
504,Porto Novo,BJ,6.4965,2.6036,87.71,52,4,12.44,clear sky
505,Kieta,PG,-6.2167,155.6333,80.96,84,100,11.5,overcast clouds
506,Sohag,EG,26.557,31.6948,64.69,41,6,13.58,clear sky
507,Srednekolymsk,RU,67.45,153.6833,-33.63,100,100,1.7,overcast clouds
508,Grenville,GD,12.1167,-61.6167,84.25,71,4,16.13,clear sky
509,Zyryanka,RU,65.75,150.85,-40.85,100,100,1.63,overcast clouds
510,Poum,NC,-20.2333,164.0167,81.09,86,100,17.78,moderate rain
511,Mount Isa,AU,-20.7333,139.5,73.17,38,68,8.05,broken clouds
512,Balykshi,KZ,47.0667,51.8667,37.4,93,75,2.24,mist
513,Santa Ana,US,33.7456,-117.8678,60.1,23,20,4.0,few clouds
514,Yaan,NG,7.3833,8.5667,95.07,9,1,9.78,clear sky
515,Djambala,CG,-2.5447,14.7533,76.89,68,100,1.72,light rain
516,Dayong,CN,25.0209,118.2898,52.9,89,100,3.0,overcast clouds
517,Sinegorskiy,RU,48.0139,40.8447,32.95,93,100,7.85,overcast clouds
518,Donskoye,RU,45.4552,41.9741,33.93,99,100,9.84,light snow
519,Tazovskiy,RU,67.4667,78.7,3.34,97,96,6.17,overcast clouds
520,Russell,US,32.3502,-85.1999,51.51,93,100,4.61,overcast clouds
521,Lloret De Mar,ES,41.6999,2.8457,63.12,71,100,4.0,overcast clouds
522,Soure,BR,-0.7167,-48.5233,80.58,82,100,6.62,overcast clouds
523,Krasnoselkup,RU,65.7,82.4667,16.11,96,100,6.91,light snow
524,Santa Maria,BR,-29.6842,-53.8069,76.3,94,75,1.14,broken clouds
525,Bobbili,IN,18.5667,83.3667,70.99,77,5,3.29,clear sky
526,Iracoubo,GF,5.4802,-53.2011,78.78,88,88,10.31,overcast clouds
527,Broken Hill,AU,-31.95,141.4333,67.71,37,95,9.22,overcast clouds
528,Miraflores,MX,19.2167,-98.8083,62.87,37,0,4.79,clear sky
529,Port Hardy,CA,50.6996,-127.4199,42.98,93,100,9.22,light rain
530,Yarensk,RU,62.1675,49.0916,-3.5,100,68,1.92,broken clouds
531,Arlit,NE,18.7369,7.3853,78.69,7,43,5.17,scattered clouds
532,Upington,ZA,-28.4478,21.2561,91.78,21,20,2.3,few clouds
533,Port Blair,IN,11.6667,92.75,78.84,83,40,2.3,mist
534,San Angelo,US,31.4638,-100.437,22.1,72,7,13.0,clear sky
535,Wajir,KE,1.7471,40.0573,94.5,20,41,6.31,scattered clouds
536,Arica,CL,-18.475,-70.3042,78.35,68,0,12.66,clear sky
537,Chadiza,ZM,-14.0678,32.4392,66.78,93,100,9.33,overcast clouds
538,Marawi,PH,7.9986,124.2928,67.64,90,100,3.94,overcast clouds
539,Arari,BR,-3.4536,-44.78,83.86,79,95,4.09,heavy intensity rain
540,Port-Gentil,GA,-0.7193,8.7815,80.49,75,66,9.78,broken clouds
541,San Rafael Del Sur,NI,11.8485,-86.4384,81.57,43,37,13.13,scattered clouds
542,Buchanan,LR,5.8808,-10.0467,93.16,62,13,13.29,few clouds
543,Goderich,CA,43.7501,-81.7165,13.91,85,81,10.87,broken clouds
544,Zambezi,ZM,-13.5432,23.1047,70.11,90,100,4.76,light rain
545,Champerico,GT,14.3,-91.9167,89.29,56,1,8.93,clear sky
546,Kesova Gora,RU,57.5836,37.2922,16.25,100,90,4.9,overcast clouds
547,Gombe,NG,10.2897,11.1673,84.81,14,0,12.53,clear sky
548,Nalbari,IN,26.4456,91.4354,57.18,87,100,11.07,overcast clouds
549,Ardakan,IR,32.31,54.0175,70.18,31,63,11.48,broken clouds
550,Longview,US,32.5007,-94.7405,27.07,86,100,3.0,overcast clouds
551,Tocopilla,CL,-22.092,-70.1979,73.09,67,7,11.95,clear sky
552,Agirish,RU,61.9247,63.0231,4.82,96,78,4.88,broken clouds
553,Shelburne,CA,44.0787,-80.2041,8.6,82,50,6.4,scattered clouds
554,Kontagora,NG,10.3999,5.4695,92.79,10,12,4.61,few clouds
555,Gillette,US,44.2911,-105.5022,23.23,60,25,10.13,scattered clouds
556,Kamiiso,JP,41.8167,140.65,21.49,93,96,2.59,light snow
557,Cozumel,MX,20.5083,-86.9458,82.94,77,46,5.01,scattered clouds
558,Astoria,US,46.1879,-123.8313,44.85,94,100,4.61,mist
559,Jaisalmer,IN,26.9147,70.9181,66.87,14,0,4.7,clear sky
560,Faranah,GN,10.0404,-10.7434,95.59,7,2,4.79,clear sky
561,Zaranj,AF,30.9667,61.8833,55.36,23,0,6.24,clear sky
562,Anadyr,RU,64.75,177.4833,-7.2,74,0,9.26,clear sky
563,Ambilobe,MG,-13.2,49.05,77.81,85,100,11.52,overcast clouds
564,Noyabrsk,RU,63.1994,75.4507,15.42,96,94,10.4,overcast clouds
565,Siena,IT,43.2167,11.4,57.51,82,100,2.93,overcast clouds
566,Nalut,LY,30.3333,10.85,64.35,15,5,3.91,clear sky
567,Shubarkuduk,KZ,49.1447,56.4872,27.84,80,100,19.37,overcast clouds
568,Suez,EG,29.9737,32.5263,57.02,67,36,21.36,scattered clouds
569,Urengoy,RU,65.9667,78.3667,12.9,96,100,5.53,overcast clouds
570,Atyrau,KZ,47.1167,51.8833,37.42,93,75,2.24,mist
571,Changping,CN,40.2186,116.2197,20.64,36,0,6.46,clear sky
572,Sur,OM,22.5667,59.5289,71.49,53,17,4.72,few clouds
573,Tiarei,PF,-17.5333,-149.3333,77.02,76,81,15.05,light rain
574,Grindavik,IS,63.8424,-22.4338,30.15,74,75,3.44,broken clouds
575,Atasu,KZ,48.6814,71.6433,7.99,71,4,9.55,clear sky
576,Mackenzie,CA,55.2999,-123.1698,30.42,100,100,8.05,overcast clouds
577,Tarko-Sale,RU,64.9225,77.785,12.83,97,100,3.78,overcast clouds
578,Garanhuns,BR,-8.8903,-36.4928,86.99,28,4,8.86,clear sky
579,Shenjiamen,CN,29.9576,122.298,42.01,61,5,7.49,clear sky
580,Santo Domingo,DO,18.5001,-69.9886,82.04,77,40,13.8,scattered clouds
581,Sao Joao Da Barra,BR,-21.6403,-41.0511,86.09,82,100,10.58,overcast clouds
582,Dalbandin,PK,28.8947,64.4101,55.13,20,0,5.37,clear sky
583,Kalghatgi,IN,15.1833,74.9667,66.07,73,19,5.5,few clouds
584,Hamilton,US,39.1834,-84.5333,23.41,88,100,1.01,snow
585,Santa Cruz,BO,-17.8,-63.1667,84.25,70,75,19.57,broken clouds
586,Sovetskiy,RU,61.3614,63.5842,5.31,98,100,2.57,overcast clouds
587,Likasi,CD,-10.9814,26.7333,64.0,95,100,3.24,overcast clouds
588,Marabba,SD,12.35,32.1833,83.19,12,36,19.19,scattered clouds
589,Maniwaki,CA,46.3834,-75.966,-0.02,60,19,10.36,few clouds
590,Kjollefjord,NO,70.9457,27.3465,13.78,81,100,28.79,overcast clouds
591,Fort Morgan,US,40.2503,-103.8,16.81,85,0,10.36,clear sky
592,Sorland,NO,67.667,12.6934,31.86,92,100,23.4,light snow
593,Rosarito,MX,32.3333,-117.0333,56.93,25,0,14.63,clear sky
594,Cangucu,BR,-31.395,-52.6756,74.41,91,99,1.32,overcast clouds
595,Casa Grande,US,32.8795,-111.7573,49.01,29,0,10.0,clear sky
596,Preston,GB,53.7667,-2.7167,45.73,76,40,4.0,scattered clouds
597,Ewa Beach,US,21.3156,-158.0072,68.68,81,20,3.0,few clouds
598,Longkou,CN,37.6508,120.3286,28.65,41,13,14.52,few clouds
599,Arenapolis,BR,-14.4503,-56.8461,87.42,59,80,4.81,broken clouds
600,Araxa,BR,-19.5933,-46.9406,78.76,65,40,5.75,scattered clouds
601,Manavalakurichi,IN,8.1333,77.3,82.49,77,0,7.54,clear sky
602,Conroe,US,30.3119,-95.456,28.69,83,88,4.0,overcast clouds
603,Vila,PT,42.0304,-8.1588,46.74,80,100,3.96,overcast clouds
604,Tsumeb,NA,-19.2333,17.7167,81.95,74,90,12.19,light rain
605,Pisco,PE,-13.7,-76.2167,75.02,64,0,6.91,clear sky
606,Dudinka,RU,69.4058,86.1778,-3.39,97,100,6.17,overcast clouds
607,Ostersund,SE,63.1792,14.6357,30.65,80,0,9.22,clear sky
608,Tigre,AR,-34.426,-58.5796,84.2,61,40,4.61,scattered clouds
609,Pesnica Pri Mariboru,SI,46.6069,15.6767,50.72,64,0,5.75,clear sky
610,Baruun-Urt,MN,46.6806,113.2792,-5.21,91,11,7.56,few clouds
611,Bud,US,39.447,-86.1758,20.75,85,90,8.28,overcast clouds
612,Yantal,RU,56.8471,105.2542,12.07,94,100,7.81,light snow
613,Tari,NG,12.4086,4.4914,87.64,9,3,12.44,clear sky
614,Shumskiy,RU,54.8318,99.1328,9.18,93,99,3.11,overcast clouds
615,Yarmouth,US,41.7057,-70.2286,45.97,95,100,13.8,mist
616,Sawakin,SD,19.1059,37.3321,72.43,52,57,16.78,broken clouds
617,Siverek,TR,37.755,39.3167,39.81,89,99,6.44,overcast clouds
618,Ocos,GT,14.5094,-92.1933,89.26,59,1,10.71,clear sky
619,Tiznit,MA,29.5833,-9.5,71.91,26,88,8.48,overcast clouds
620,Ixtapa,MX,20.7,-105.2,75.79,43,18,2.73,few clouds
621,Honningsvag,NO,70.9821,25.9704,20.25,81,100,32.17,light snow
622,Cleveland,US,41.4995,-81.6954,23.41,91,100,8.05,overcast clouds
623,Solano,US,38.2333,-121.9511,50.81,65,0,4.23,clear sky
624,Young,UY,-32.6833,-57.6333,84.22,40,28,7.65,scattered clouds
625,Monrovia,LR,6.3005,-10.7969,92.97,63,6,12.21,clear sky
626,Tecpan,GT,14.7623,-90.9947,58.98,49,1,6.58,clear sky
627,Elizabethtown,US,37.694,-85.8591,25.77,89,100,0.0,overcast clouds
628,Mayya,RU,61.7333,130.2811,-33.48,100,100,2.37,overcast clouds
629,Tukrah,LY,32.5341,20.5791,54.77,67,5,10.71,clear sky
630,Juazeiro,BR,-9.4117,-40.4986,84.38,61,40,10.36,scattered clouds
631,Khanpur,PK,28.6453,70.6567,63.75,23,0,7.58,clear sky
632,Jamiltepec,MX,16.2833,-97.8167,79.43,48,0,2.57,clear sky
633,Fort Nelson,CA,58.8053,-122.7002,-11.61,77,100,2.3,snow
634,Sayanogorsk,RU,53.0875,91.3997,2.28,93,15,3.67,few clouds
635,Lagoa,PT,39.05,-27.9833,58.01,80,89,20.22,overcast clouds
636,Harnosand,SE,62.6323,17.9379,35.62,95,100,16.06,overcast clouds
637,Itarema,BR,-2.9248,-39.9167,84.11,66,100,14.27,overcast clouds
638,Contamana,PE,-7.3333,-75.0167,85.69,54,99,3.56,overcast clouds
639,Port Macquarie,AU,-31.4333,152.9167,62.89,69,80,15.3,broken clouds
640,Santo Antonio Do Ica,BR,-3.1022,-67.9397,79.88,89,100,2.3,overcast clouds
641,Lampazos De Naranjo,MX,27.0167,-100.5167,32.9,42,100,15.1,overcast clouds
642,Shahr-E Babak,IR,30.1165,55.1186,54.09,40,0,3.13,clear sky
643,Saint-Pierre,RE,-21.3393,55.4781,82.04,83,75,4.61,broken clouds
644,Bitam,GA,2.076,11.5007,82.87,50,95,3.44,overcast clouds
645,Pontes E Lacerda,BR,-15.2261,-59.3353,83.07,70,93,6.85,overcast clouds
646,Cavalcante,BR,-13.7975,-47.4583,84.43,55,53,2.68,broken clouds
647,Beringovskiy,RU,63.05,179.3167,-8.55,88,100,16.58,overcast clouds
648,Tizapan El Alto,MX,20.1667,-103.0667,63.32,41,4,3.02,clear sky
649,Trairi,BR,-3.2778,-39.2689,82.15,78,100,9.71,overcast clouds
650,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,96.91,35,49,15.9,scattered clouds
651,Bordighera,IT,43.7806,7.6645,57.15,90,55,1.99,broken clouds
652,La Ronge,CA,55.1001,-105.2842,-34.35,67,40,3.44,scattered clouds
653,Kirando,TZ,-7.4167,30.6,70.7,89,100,13.82,light rain
654,Inhambane,MZ,-23.865,35.3833,86.0,66,20,14.0,few clouds
655,Jutai,BR,-5.1833,-68.9,73.31,99,100,0.89,overcast clouds
656,Rawah,IQ,34.4816,41.9093,54.61,46,71,7.49,broken clouds
657,Shushtar,IR,32.0455,48.8567,63.32,57,78,10.87,broken clouds
658,South Yuba City,US,39.1166,-121.6391,51.64,87,0,0.0,mist
659,Sinnamary,GF,5.3833,-52.95,78.94,86,97,10.74,overcast clouds
660,Qaqortoq,GL,60.7167,-46.0333,6.24,78,100,29.66,overcast clouds
661,Abilene,US,32.4487,-99.7331,23.49,77,30,4.0,scattered clouds
662,Ginda,IN,30.6945,78.4932,37.98,95,96,3.09,overcast clouds
663,Bayir,TR,37.2687,28.2167,45.12,76,40,7.65,scattered clouds
664,Wethersfield,US,41.7143,-72.6526,39.02,97,100,1.99,light rain
665,Babol,IR,36.5513,52.679,53.67,63,5,4.18,clear sky
666,Cabral,DO,18.25,-71.2167,80.46,78,20,6.91,few clouds
667,Campos Belos,BR,-13.0367,-46.7717,85.14,59,74,3.36,broken clouds
668,Mahibadhoo,MV,3.7833,72.9667,81.88,74,45,9.84,scattered clouds
669,Itaueira,BR,-7.6033,-43.0256,94.24,36,100,5.17,overcast clouds
670,Vimperk,CZ,49.0586,13.7829,40.89,92,99,9.28,overcast clouds
671,Bathsheba,BB,13.2167,-59.5167,77.61,83,75,25.32,broken clouds
672,Marathon,US,44.9,-89.7668,7.14,78,100,0.0,overcast clouds
673,Halifax,CA,44.6453,-63.5724,33.8,96,100,4.61,snow
674,Buraydah,SA,26.326,43.975,75.65,31,51,12.55,broken clouds
675,Lucapa,AO,-8.4192,20.7447,67.14,94,100,3.85,overcast clouds
676,Pangkalanbuun,ID,-2.6833,111.6167,74.44,94,69,1.77,broken clouds
677,Forrest City,US,35.0081,-90.7898,26.46,87,98,13.29,overcast clouds
678,Taitung,TW,22.7583,121.1444,62.58,84,89,14.07,overcast clouds
679,Tevaitoa,PF,-16.7833,-151.5,79.84,76,17,14.92,light rain
680,Almenara,BR,-16.1836,-40.6944,87.33,56,96,4.18,overcast clouds
681,Pangody,RU,65.85,74.4859,9.5,97,100,3.04,overcast clouds
682,Slave Lake,CA,55.2834,-114.769,-0.42,78,100,19.57,overcast clouds
683,Atar,MR,20.5169,-13.0499,88.3,7,14,6.78,few clouds
684,Kokopo,PG,-4.352,152.2633,77.04,83,77,9.1,broken clouds
685,Hualmay,PE,-11.0964,-77.6139,74.97,73,37,9.95,scattered clouds
686,Dabola,GN,10.75,-11.1167,94.3,8,1,4.63,clear sky
687,Kawalu,ID,-7.3817,108.2082,73.31,95,93,2.04,overcast clouds
688,Yuanping,CN,38.7153,112.7575,22.95,41,2,10.07,clear sky
689,Tanout,NE,14.9709,8.8879,74.77,9,1,18.07,clear sky
690,Soria,ES,41.6667,-2.6667,54.01,47,100,10.36,overcast clouds
691,Oussouye,SN,12.485,-16.5469,100.58,14,0,4.54,clear sky
692,Siderno,IT,38.2779,16.302,59.4,60,93,4.32,overcast clouds
693,Linhares,BR,-19.3911,-40.0722,83.71,65,100,6.82,overcast clouds
694,Bonthe,SL,7.5264,-12.505,86.14,54,15,13.62,few clouds
695,Calvinia,ZA,-31.4707,19.776,82.15,18,8,12.21,clear sky
696,Ajdabiya,LY,30.7554,20.2263,56.89,60,8,12.19,clear sky
697,West Bay,KY,19.3667,-81.4167,85.06,73,20,1.99,tornado
698,Okhotsk,RU,59.3833,143.3,-0.08,73,35,15.77,scattered clouds
699,Batemans Bay,AU,-35.7167,150.1833,63.1,87,97,6.96,overcast clouds
700,Altus,US,34.6381,-99.334,15.31,69,0,1.99,clear sky
701,Yushu,CN,44.8,126.5333,-3.62,97,22,5.82,few clouds
702,Srandakan,ID,-7.9386,110.2506,77.56,88,92,4.94,light rain
703,Keelung,TW,25.1283,121.7419,56.57,83,100,14.9,overcast clouds
704,Wilmington,US,34.2257,-77.9447,74.98,79,40,20.71,scattered clouds
705,Liverpool,GB,53.4106,-2.9779,45.77,76,75,10.0,broken clouds
